issue_id,text_id,text,code,label
1513854,3,The Data Science ticket for the progressive rollout using Feature Gate for Fx 67 is Bug 1533030 I suggest that we use this ticket to enable it by default in Fx 68,POTENTIAL_SOLUTION_DESIGN,1
1513854,4,Read Normandy recipes from Remote Settings by default,CODE_IMPLEMENTATION,1
1513854,5,"Mike, how should we proceed now that Bug 1538248 landed?",SOLUTION_REVIEW_REQUEST,0
1513854,6,"Can we use Feature Gates to enable it for Nightly users? (Leaving the default setting to false) Or shall we set default to false in Nightly only using #ifdef RELEASE_OR_BETA in the prefs file? In terms of QA, I'd imagine that we can take an existing test plan and just add the pref flip parts...",POTENTIAL_SOLUTION_DESIGN,1
1513854,7,"I thought about this a bit, and realized we have a small bug in how feature gates manage prefs.",SOLUTION_REVIEW,1
1513854,8,"I filed (and added a patch for) bug 1541469 for that issue. Once that is done, we should be able to turn this on for Nightly users only by updating the feature definition to have: default-value: default: false nightly: true Then later when we want to turn this on for all channels and let it ride the train, we can update it again to be default-value: true Additionally, QA will be able to test this by setting the pref to true. After bug 1541469 they'll need to add the pref, as it won't exist by default.",POTENTIAL_SOLUTION_DESIGN,1
1513854,9,https://treeherder.mozilla.org/#/jobs?repo=try&revision=90bd702a3db7f0d9afa762308989f422cc57d17b,CODE_IMPLEMENTATION,1
1513854,10,"Ciprian, how does it look on the QA side? Mike, does the patch seem ok?",CODE_REVIEW_REQUEST,0
1513854,11,https://treeherder.mozilla.org/#/jobs?repo=try&revision=4722646312bfab234a14fd3f3d6f654d70b3879e,CODE_IMPLEMENTATION,1
1513854,12,The patch looks good.,CODE_REVIEW,0
1513854,13,"Backed out 2 changesets (Bug 1535056, Bug 1513854) for linux build bustages and failed Gecko Decision Task CLOSED TREE https://treeherder.mozilla.org/#/jobs?repo=autoland&resultStatus=testfailed%2Cbusted%2Cexception&classifiedState=unclassified&selectedJob=244114623 https://treeherder.mozilla.org/logviewer.html#/jobs?job_id=244114623&repo=autoland&lineNumber=36549",IMPLEMENTATION_REVERSION,0
1513854,14,https://treeherder.mozilla.org/#/jobs?repo=try&revision=cd990ee93c08e87b5351cf3cd086d3b0b306c392,CODE_IMPLEMENTATION,1
1513854,15,https://treeherder.mozilla.org/#/jobs?repo=try&revision=d5da6d732eb41b2021e5e893ed94a65392c24327,CODE_IMPLEMENTATION,1
1513854,16,Looks like Mathieu took care of my ni?,STATUS_UPDATE,0
1513854,17,Removing the ni? as we signed off on the feature as GREEN.,SOLUTION_VERIFICATION,0
1514429,1,window.innerWidth/innerHeight should return the dimensions of the layout viewport,PROBLEM_DESCRIPTION,0
1514429,2,"window.inner{Width,Height} currently return the dimensions of the visual viewport. (Background of layout vs. visual viewport terminology: [1].)",PROBLEM_MOTIVATION,0
1514429,3,"This has been changed a couple of times aready (bug 602580, bug 919437), but I believe we'll need to change it again to align with Blink, which has settled on reporting the layout viewport dimensions [2]. Their justification for that choice is that we have the VisualViewport API [3] to report the visual viewport dimensions; I think that's reasonable.",POTENTIAL_SOLUTION_DESIGN,1
1514429,4,We probably want to wait until shipping the Visual Viewport API (bug 1512813) before making this change.,REQUIREMENT,0
1514429,5,"I've been looking at this. The getters return visual viewport (nsIPresShell::GetVisualViewportSize) only when the visual viewport is overridden, and return the layout viewport (nsPresContext::GetVisibleArea) otherwise. Setters behave similarly. That means that most of the time we're using the layout viewport. Visual viewport override occurs when Responsive Design Mode is enabled.",PROBLEM_CAUSE_IDENTIFICATION,0
1514429,6,"I've been looking at this. The getters return visual viewport (nsIPresShell::GetVisualViewportSize) only when the visual viewport is overridden, and return the layout viewport (nsPresContext::GetVisibleArea) otherwise. Setters behave similarly. That means that most of the time we're using the layout viewport. Visual viewport override occurs when Responsive Design Mode is enabled.",PROBLEM_REVIEW,0
1514429,7,I'd like to fix this right away because it is a blocker for Responsive Design Mode bugs like Bug 1504659.,ADDITIONAL_CONSIDERATION,0
1514429,8,"Given that RDM already has bugs regarding the visual viewport, is there a problem with making the change now to make innerWidth and innerHeight ALWAYS use the layout viewport?",POTENTIAL_SOLUTION_DESIGN,1
1514429,9,"If nsIPresShell::IsVisualViewportSizeSet() returns false, the visual and layout viewports have the same size. So, it is the case that currently inner{Width,Height} always evaluates to the visual viewport size. The only reason we have a condition here [1] is that when nsIPresShell::IsVisualViewportSizeSet() returns false, no one has set nsIPresShell::mVisualViewportSize, so we'd be trying to use an empty size if we called nsIPresShell::GetVisualViewportSize() in that case.",SOLUTION_REVIEW,1
1514429,10,"If we make this change before shipping the Visual Viewport API, we would be depriving page authors of a way to obtain the visual viewport size. If you give some more details about how this is causing a problem for RDM, I may be able to suggest an alternate solution.",SOLUTION_REVIEW,1
1514429,11,"I had assumed that a meta viewport tag would change the layout viewport size without affecting the visual viewport, and without setting nsIPresShell::IsVisualViewportSizeSet(), leading to a mismatch. If that is not the case, and IsVisualViewportSizeSet() is equivalent to ""visual viewport may differ from layout viewport"", then I agree there is no problem here.",SOLUTION_REVIEW,1
1514429,12,"In Bug 1504659 I need the actual viewport width. The actual visible amount of the document. I see now that GetVisualViewportSize() returns both the viewable area and the area covered by any visible scrollbars. By subtracting away the area of the scrollbars, I should be able to get what I need. I'll needinfo you (on that bug) if I have trouble.",POTENTIAL_SOLUTION_DESIGN,1
1514429,13,"I believe the only scenario where we process a meta viewport tag but don't set a visual viewport size, is fixed by this patch. So, with that patch in place, there should be no problem.",SOLUTION_REVIEW,1
1514429,14,"That surprises me. The visual viewport size is set here based on MobileViewportManager::GetCompositionSize(), which subtracts the scrollbar dimensions here.",SOLUTION_REVIEW,1
1514429,15,"Yes, you're right. I was working from memory of what I believed to be the root cause when I started working on the bug. I just pared back my patches to the minimal fix (which you've already reviewed, thank you) plus test and things look good locally. I'm doing a try server run to see if it's landable. I honestly don't know what changed between my initial landing attempt and now, but it looks like it might go through.",CLARIFICATION,0
1514429,16,You might not need them but I thought these links could be useful. https://github.com/andreasbovens/understanding-viewport http://andreasbovens.github.com/understanding-viewport/,ADDITIONAL_CONSIDERATION,0
1514429,17,"That is a neat set of test pages, thanks!",CLARIFICATION,0
1514429,18,Attached file Bug 1514429 Part 1: Make window inner size getters and setters exclusively use the CSS viewport. — Details,CODE_IMPLEMENTATION,1
1514429,19,"Brad, what's the status on this bug?",QUESTION,0
1514429,20,"Brad, what's the status on this bug? I did take a look at failures in the try in comment 9. The failure on test_viewport_metrics_on_landscape_content.html is a case that bug 1508177 didn't handle properly. I am fine with replacing is in question with todo and filing a new bug for that. As for the failure on test_innersize_scrollport.html, I believe it's no longer valid, we can drop it entirely. As for browser_viewport_resizing_after_reload.js, I have no idea what's going on there since I can't run it locally due to bug 1595936, but you are more familiar with the code than I am, so you've already known what we should do?",CODE_REVIEW,0
1514429,21,so you've already known what we should do?,QUESTION,0
1514429,22,I'm rebasing my old patch and will provide a new test run shortly to see what needs to be fixed in code and in tests.,STATUS_UPDATE,0
1514429,23,"I can't figure out the fix for this. The test conflates layout and visual viewports starting at const layoutViewportHeight = window.visualViewport.height; and though I could make the test pass, I don't know how the various comparisons it makes (scrollRect, document.clientBoundingRect) should be handled. I'll add a part to the patch that disables this test.",SOLUTION_REVIEW,1
1514429,24,"The failure happens on this line, we can just replace is with todo_is for now. The content in the test case has minimum-scale=0.5 and a width: 200% element, but the root element height is height: 100%, so the content is shrunk to fit the 200% width to the screen, but nsPresContext.mVisibleArea (i.e. height:100%)is unchanged, so once we return the nsPresContext.mVisibleArea for window.innnerHeight, it's no longer correct, it should be size of the expanded size by the minimum-scale. And of course Chrome does returns the expanded size for window.innerHeight. Brad, would you mind filing a bug for this issue and leave a comment in the todo_is? Oops, a collision happened. I'd prefer to use todo_is instead of disabling whole test.",POTENTIAL_SOLUTION_DESIGN,1
1514429,25,"Brad, would you mind filing a bug for this issue and leave a comment in the todo_is?",NEW_ISSUE_FILING,0
1514429,26,I think this is a foundational issue that makes several of the comparisons fail.,PROBLEM_CAUSE_IDENTIFICATION,0
1514429,27,That line doesn't fail and two others do. I'll make a version of the patch that changes the necessary lines to todo_is and notes the new Bug 1598487 as tracking the fix.,STATUS_UPDATE,0
1514429,28,"The fix for this test is a combination of fixing expectations in the test itself (easy) and fixing the RDM waitForViewportResizeTo function, which is not as easy for me. For that function ""viewport"" really means ""device size"". It looks like the internal state of the viewport React component is affected by scaling and is neither the visual viewport nor the layout viewport. I'll sort that out and then we should have a landable patch.",PROBLEM_CAUSE_IDENTIFICATION,0
1514429,29,"This test treats innerWidth as being related to the visual viewport, which is no longer is. The test has no purpose now. Depends on D42940",CODE_IMPLEMENTATION,1
1514429,30,"This test attempts to relate the visual viewport, layout viewport, the document scroll rect and the document bounding client rect. Some of the logic here is no longer correct and needs revision. It's also possible that there is a bug revealed in the visualviewport API code. I can't find a simple, logical solution so I opened Bug 1598487 for the fix. Depends on D54350",CODE_IMPLEMENTATION,1
1514429,31,"Responsive Design Mode sends internal messages for the content size and viewport size. The viewport size used to be reflective of the visual viewport. These changes make it use the layout viewport instead. The viewport is also being used as a stand-in for RDM device size. That needs more investigation since content size and viewport size should be conceptually distinct. This need for clarity is less urgent because the RDM feature is being rebuilt for Fission support, tracked by Bug 1574885. If this issue becomes problematic before Bug 1574885 is landed, then we'll need to open a new bug to resolve it. Depends on D54351",CODE_IMPLEMENTATION,1
1514429,32,Documentation updated: Updated the pages about the Window properties innerWidth and innerHeight Firefox 73 for developers now mentions this change,STATUS_UPDATE,0
1515665,1,Granting a content blocking exception to a page doesn't make the localStorage API work on it,PROBLEM_DESCRIPTION,0
1515665,2,This is similar to bug 1510860 in nature.,ADDITIONAL_CONSIDERATION,0
1515665,3,The reason is that this check <https://searchfox.org/mozilla-central/rev/2e5e28f518524f8af5b158ddb605022b6a2d68cf/dom/storage/Storage.cpp#46> is done using the principal object. Internally this maps to <https://searchfox.org/mozilla-central/rev/232ced2697b8938073fa79b8e6aa3718876c0b69/toolkit/components/antitracking/AntiTrackingCommon.cpp#1225> in the antitracking back-end which is oblivious to the content blocking allow list because it can't walk up the window hierarchy.,PROBLEM_CAUSE_IDENTIFICATION,0
1515665,4,"When we grant a content blocking exception to a page, the localStorage API doesn't start to work on that page...",PROBLEM_DESCRIPTION,0
1515665,5,Attached file Bug 1515665 - Ensure that DOM Storage checks the content blocking allow list when performing storage access checks; (obsolete) — Details,CODE_IMPLEMENTATION,1
